id,title,sku,slug,hsnCode,gstRate,category,subcategory
prd_85db025e-3e0b-4c3f-abed-bd9668ad0372,J 600 Aluminium Alloy Universal Camera Wall Mounting Bracket stand for CCTV Security Camera/IP Camera/Dome Camera - J Mount stand - Copy,JNX-000243,j-600-aluminium-alloy-universal-camera-wall-mounting-bracket-stand-for-cctv-security-cameraip-cameradome-camera-j-mount-stand-copy,8529,18,Surveilliance,
prd_4f17ab4f-7ae9-41e1-b7be-5622891bc0ed,J1000 Aluminium Alloy Universal Camera Wall Mounting Bracket stand for CCTV Security Camera/IP Camera/Dome Camera - J Mount stand,JNX-000244,j1000-aluminium-alloy-universal-camera-wall-mounting-bracket-stand-for-cctv-security-cameraip-cameradome-camera-j-mount-stand,8529,18,Surveilliance,
prd_35dedb7a-cf2a-4ff1-8173-7db6393b1e1e,"Jenix  HDMI cable anti rodent nylon jacket Round Anti Rodent HDMI Cable Male to Male for Projector, Plasma TV, Ultra HD TV, Home Theater  1.5M",JNX-000099,jenix-hdmi-cable-anti-rodent-nylon-jacket-round-anti-rodent-hdmi-cable-male-to-male-for-projector-plasma-tv-ultra-hd-tv-home-theater-15m,8529,18,Cable and Connector,
prd_f22c493a-d6e2-48d9-ac2e-997455568181,"Jenix  HDMI cable anti rodent nylon jacket Round Anti Rodent HDMI Cable Male to Male for Projector, Plasma TV, Ultra HD TV, Home Theater  3 Meter",JNX-000100,jenix-hdmi-cable-anti-rodent-nylon-jacket-round-anti-rodent-hdmi-cable-male-to-male-for-projector-plasma-tv-ultra-hd-tv-home-theater-3-meter,8529,18,Cable and Connector,
prd_44649571-5a45-4c3a-81f8-58128dffb5a9,"Jenix  HDMI cable anti rodent nylon jacket Round Anti Rodent HDMI Cable Male to Male for Projector, Plasma TV, Ultra HD TV, Home Theater  5 Meter",JNX-000101,jenix-hdmi-cable-anti-rodent-nylon-jacket-round-anti-rodent-hdmi-cable-male-to-male-for-projector-plasma-tv-ultra-hd-tv-home-theater-5-meter,8529,18,Cable and Connector,
prd_c1877441-9932-45ee-854b-b2c39080476e,"Jenix  HDMI cable anti rodent nylon jacket Round Anti Rodent HDMI Cable Male to Male for Projector, Plasma TV, Ultra HD TV, Home Theater  10 meter",JNX-000102,jenix-hdmi-cable-anti-rodent-nylon-jacket-round-anti-rodent-hdmi-cable-male-to-male-for-projector-plasma-tv-ultra-hd-tv-home-theater-10-meter,8529,18,Cable and Connector,
prd_859f7045-550f-4869-80f1-4897d5e713dc,"Jenix  HDMI cable anti rodent nylon jacket Round Anti Rodent HDMI Cable Male to Male for Projector, Plasma TV, Ultra HD TV, Home Theater  15 Meter",JNX-000103,jenix-hdmi-cable-anti-rodent-nylon-jacket-round-anti-rodent-hdmi-cable-male-to-male-for-projector-plasma-tv-ultra-hd-tv-home-theater-15-meter,8529,18,Cable and Connector,
prd_23e7446f-1d8b-4cdd-81e8-6421fbfa750e,"Jenix  HDMI cable anti rodent nylon jacket Round Anti Rodent HDMI Cable Male to Male for Projector, Plasma TV, Ultra HD TV, Home Theater  20 Meter",JNX-000104,jenix-hdmi-cable-anti-rodent-nylon-jacket-round-anti-rodent-hdmi-cable-male-to-male-for-projector-plasma-tv-ultra-hd-tv-home-theater-20-meter,8529,18,Cable and Connector,
prd_9b0ac866-512e-4b9c-86e8-2088bfd8c215,"Jenix  tuya wifi Fan Speed RegulatorI Smart Home Automation Solution | smart fan regulator smart life | Compatible with Alexa, Google Home with Voice Assistant | Timer Controller",JNX-000088,jenix-tuya-wifi-fan-speed-regulatori-smart-home-automation-solution-or-smart-fan-regulator-smart-life-or-compatible-with-alexa-google-home-with-voice-assistant-or-timer-controller,8529,18,Smart Home Automation,
prd_65a48757-3739-4d1f-997c-4e457ba2c642,"Jenix 10A Wifi Smart Switch for Home Automation with Alexa/Google Assistant Enabled, Remote Control, Android and iOS Support Switch, White, Pack of 1",JNX-000061,jenix-10a-wifi-smart-switch-for-home-automation-with-alexagoogle-assistant-enabled-remote-control-android-and-ios-support-switch-white-pack-of-1,8529,18,Smart Home Automation,
prd_7b1582f6-1a2d-4396-bd31-e65b1e472a28,"jenix 1200 LBS Double Leaf EM Lock with feedback  led LIGHT 12V and 24V DC both supported , EM1200 DL  600LBSx2",JNX-000277,jenix-1200-lbs-double-leaf-em-lock-with-feedback-led-light-12v-and-24v-dc-both-supported-em1200-dl-600lbsx2,8531,18,Access Control,
prd_effc0920-14d2-4e82-992e-108d03a74bc4,Jenix 125kHz RFID Proximity Sensor ID Tag Token Access Control Card Keyfob Keychain I Pack of 100 nos.,JNX-000285,jenix-125khz-rfid-proximity-sensor-id-tag-token-access-control-card-keyfob-keychain-i-pack-of-100-nos,8531,18,Access Control,
prd_4e17d3cf-7f8b-43b0-a3d3-6f8ead15c2cd,Jenix 125kHz RFID Proximity Sensor ID Tag Token Access Control Card Keyfob Keychain I Pack of 20 tags,JNX-000327,jenix-125khz-rfid-proximity-sensor-id-tag-token-access-control-card-keyfob-keychain-i-pack-of-20-tags,8531,18,Access Control,
prd_b0b1d9e0-3e74-497e-a0d7-f0db1765f8b0,Jenix 125kHz RFID Proximity Sensor ID Tag Token Access Control Card Keyfob Keychain I Set of 10,JNX-000047,jenix-125khz-rfid-proximity-sensor-id-tag-token-access-control-card-keyfob-keychain-i-set-of-10,8531,18,Access Control,
prd_c8f34160-4260-486d-be76-659afa212122,Jenix 12MP Night Vision Spy Camera Hidden in Electric Lighter Audio Video Micro Hidden Camera Portable Mini Camera,JNX-000144,jenix-12mp-night-vision-spy-camera-hidden-in-electric-lighter-audio-video-micro-hidden-camera-portable-mini-camera,8529,18,Surveilliance,
prd_8d7bf840-4620-4386-8586-f49eee7620bb,jenix 12V DC 4 Wire Doorbell for Home Office Access Control Doorbell DC 12V Wired Doorbell Door Bell Chime,JNX-000117,jenix-12v-dc-4-wire-doorbell-for-home-office-access-control-doorbell-dc-12v-wired-doorbell-door-bell-chime,8531,18,Access Control,
prd_81ce7f66-7d1a-4506-821e-3086a56c00ab,Jenix 12V DC Wired Doorbell with 4 Wires for Home Office Access Control System Wired Door Bell ABS,JNX-000051,jenix-12v-dc-wired-doorbell-with-4-wires-for-home-office-access-control-system-wired-door-bell-abs,8531,18,Access Control,
prd_2f1a53cb-1d0c-4d90-a691-2a29c9cb20bb,Jenix 12V Delay Relay Board LED Display Automation Digital Delay Timer Control Switch Relay Module,JNX-000087,jenix-12v-delay-relay-board-led-display-automation-digital-delay-timer-control-switch-relay-module,8531,18,Access Control,
prd_6b15f921-90c2-45f4-8c37-7ab42cdbf840,"Jenix 12V Solenoid Latch Smart Safe Electronic Key-Less Motor Driven Locker Cabinet Lock I Hidden Solenoid Electric Lock with State Detection Feedback (if Lock is Closed or not) Cabinet Lock, Black  JP201",JNX-000008,jenix-12v-solenoid-latch-smart-safe-electronic-key-less-motor-driven-locker-cabinet-lock-i-hidden-solenoid-electric-lock-with-state-detection-feedback-if-lock-is-closed-or-not-cabinet-lock-black-jp201,8531,18,Access Control,
prd_0aa70ef9-adbd-4cfa-85ef-7c328fdd9d08,"Jenix 130 dB Car Bike Safety Burglar Alarm Waterproof with Remote, Home Security Vibration Sensor, Wireless Anti Theft Device for Vehicle, Vibration Sensors SOS Panic Button Vehicle Finder",JNX-000031,jenix-130-db-car-bike-safety-burglar-alarm-waterproof-with-remote-home-security-vibration-sensor-wireless-anti-theft-device-for-vehicle-vibration-sensors-sos-panic-button-vehicle-finder,8531,18,Security Alarm System,
prd_f6a2f957-6189-41fe-931e-6fc460fae30c,"jenix 2 door intelligent Access Control Card ,Network TCP/IP Access Control Panel Board Reader for Wiegand 4 input 2 Door Access Controller  L-2D",JNX-000265,jenix-2-door-intelligent-access-control-card-network-tcpip-access-control-panel-board-reader-for-wiegand-4-input-2-door-access-controller-l-2d,8531,18,Access Control,
prd_1954a7ef-a579-4d11-ad90-62528ad139f9,"Jenix 4 line in and 48 Extension PBX Telephone Exchange Expandable to 120 Extension and 16 line in PABX for Hotel, Hospital, EPABX 4 line 48 Extension Telephone intercom PBX 448E",JNX-000090,jenix-4-line-in-and-48-extension-pbx-telephone-exchange-expandable-to-120-extension-and-16-line-in-pabx-for-hotel-hospital-epabx-4-line-48-extension-telephone-intercom-pbx-448e,8529,18,Intercom and PABX,
prd_2cfa7092-e182-467c-925b-81201375944e,jenix 48V POE injector  single port 802.3at/af,JNX-000138,jenix-48v-poe-injector-single-port-8023ataf,8529,18,Surveilliance,
prd_8a80c5a2-58e2-4aa4-9d21-77c522bf3e67,jenix 4G router,JNX-000070,jenix-4g-router,8529,18,4G Router,
prd_895a0629-8a43-4d05-99b2-9833b13cef8e,jenix 5 port Full Gigabyte Desktop switch,JNX-000068,jenix-5-port-full-gigabyte-desktop-switch,8529,18,Surveilliance,
prd_efebf922-2d67-4b14-8ce1-fa1a34996cda,Jenix 5V 30A Relay Module Optocoupler Isolation High Power Relay High/Low Level Trigger suitable for all Micro controller,JNX-000110,jenix-5v-30a-relay-module-optocoupler-isolation-high-power-relay-highlow-level-trigger-suitable-for-all-micro-controller,8417,18,Robotics,
prd_25f72cc5-a3b7-41ed-9c49-3d2a373b434a,Jenix 8 port full gigabyte desktop switch,JNX-000069,jenix-8-port-full-gigabyte-desktop-switch,8529,18,Network and Periferrals,
prd_4fe0466b-0f66-4223-9cfe-a7c6749f9832,"jenix Access Control Board,Network TCP/IP Access Control Panel Board Reader for Wiegand 4 Door Use Access Controller WG-4D",JNX-000253,jenix-access-control-boardnetwork-tcpip-access-control-panel-board-reader-for-wiegand-4-door-use-access-controller-wg-4d,8531,18,Access Control,
prd_c9086af9-b033-433d-a24d-f0d40791d396,"jenix Access Control Board,Network TCP/IP Access Control Panel Board Reader for Wiegand 1 Door Use Access Controller  for Boom Barrier , Sliding  Gate Motor, Bank, Factory , Locker room  L-1D",JNX-000254,jenix-access-control-boardnetwork-tcpip-access-control-panel-board-reader-for-wiegand-1-door-use-access-controller-for-boom-barrier-sliding-gate-motor-bank-factory-locker-room-l-1d,8529,18,Parking Management,
prd_1c09950d-aa5b-4c52-9edf-729f29df913c,Jenix audio bug listen audio using sim card,JNX-000113,jenix-audio-bug-listen-audio-using-sim-card,8529,18,Surveilliance,
prd_8c697ea8-e891-4843-a3ae-113f8e102ae6,"Jenix Audio Door Phone Security System for Villa, Multi Flat, One to One Intercom, Phone for Lock with 220V AC Operated",JNX-000024,jenix-audio-door-phone-security-system-for-villa-multi-flat-one-to-one-intercom-phone-for-lock-with-220v-ac-operated,8531,18,Access Control,
prd_51050d22-cb40-4743-9dcc-dfb4cde46f58,"Jenix Audio Door Phone Security System for Villa Along with Electronic Door Lock, Door Lock System Open by Two-Way Door Phone Home Security Intercom System Audio Door Phone",JNX-000017,jenix-audio-door-phone-security-system-for-villa-along-with-electronic-door-lock-door-lock-system-open-by-two-way-door-phone-home-security-intercom-system-audio-door-phone,8531,18,Access Control,
prd_cf2a73ed-222c-4a39-af4f-e5d27d5df210,"Jenix big Size PVC DVR/Server/Network Cabinet Box/Rack for CCTV DVR/NVR/POE Switch with Power Socket Ideal for 4/8 Channel CCTV System for Both Indoor and Outdoor Purpose, Size 17X15X6 Inch",JNX-000139,jenix-big-size-pvc-dvrservernetwork-cabinet-boxrack-for-cctv-dvrnvrpoe-switch-with-power-socket-ideal-for-48-channel-cctv-system-for-both-indoor-and-outdoor-purpose-size-17x15x6-inch,8529,18,Surveilliance,
prd_ded9b28e-4d3e-464d-9792-af80df42544b,"jenix biometric personal pad lock for gym , swipping pool , club , lock open by mobile app and finger - JXL11PT",JNX-000213,jenix-biometric-personal-pad-lock-for-gym-swipping-pool-club-lock-open-by-mobile-app-and-finger-jxl11pt,8531,18,Access Control,
prd_d0000c31-98d2-408f-8dc4-32eb1419cb79,jenix cctv camera - 4MP IP camera audio mic color night vision smart flash light on human detection  indoor dome camera,JNX-000175,jenix-cctv-camera-4mp-ip-camera-audio-mic-color-night-vision-smart-flash-light-on-human-detection-indoor-dome-camera,8529,18,Surveilliance,
prd_a8e2340c-4013-40ab-bd25-89dc0d0286a6,jenix cctv camera - 4MP IP camera audio mic color night vision smart flash light on human detection  outdoor bullet camera,JNX-000176,jenix-cctv-camera-4mp-ip-camera-audio-mic-color-night-vision-smart-flash-light-on-human-detection-outdoor-bullet-camera,8529,18,Surveilliance,
prd_d9c594f9-0946-490d-af20-eaef75d41a10,Jenix CCTV Camera Direct Pole 360 Degree Mounting Stand/Bracket with Steel Looping Ring with 200 MM Diameter I Hoop Mounting Bullet Camera Stand Bracket,JNX-000056,jenix-cctv-camera-direct-pole-360-degree-mounting-standbracket-with-steel-looping-ring-with-200-mm-diameter-i-hoop-mounting-bullet-camera-stand-bracket,8529,18,Surveilliance,
prd_788d33fb-7acb-4277-ae74-114047b88add,"Jenix CCTV Camera Wall Mount Stand, 200mm Camera Wall/ Celling Mounting Bracket Adjustable Security Camera Mounting Bracket Extension Bracket for Home CCTV Camera Security System Mounting",JNX-000039,jenix-cctv-camera-wall-mount-stand-200mm-camera-wall-celling-mounting-bracket-adjustable-security-camera-mounting-bracket-extension-bracket-for-home-cctv-camera-security-system-mounting,8529,18,Surveilliance,
prd_7ff15ad5-f8cd-4366-828a-043e5dcff3b6,"Jenix CCTV Camera Wall Mount Stand, 150mm Camera Wall/ Celling Mounting Bracket Adjustable Security Camera Mounting Bracket Extension Bracket for Home CCTV Camera Security System Mounting",JNX-000042,jenix-cctv-camera-wall-mount-stand-150mm-camera-wall-celling-mounting-bracket-adjustable-security-camera-mounting-bracket-extension-bracket-for-home-cctv-camera-security-system-mounting,8529,18,Surveilliance,
prd_377e0c42-406c-4260-8860-d9f9cd0643e7,Jenix CCTV Pickup Audio Surveillance Microphone MIC for CCTV Systems in pencil shape premium quality yellow mic volume adjustment,JNX-000086,jenix-cctv-pickup-audio-surveillance-microphone-mic-for-cctv-systems-in-pencil-shape-premium-quality-yellow-mic-volume-adjustment,8529,18,Surveilliance,
prd_a88e8edd-aa85-41fc-ab75-141a657ed2d8,Jenix CCTV Pickup Audio Surveillance Microphone MIC for CCTV Systems in Round Shape,JNX-000085,jenix-cctv-pickup-audio-surveillance-microphone-mic-for-cctv-systems-in-round-shape,8529,18,Surveilliance,
prd_25147c98-61d9-4c55-ace9-cab0cbfd5276,Jenix Ceiling Mounted 360 Degree Energy PIR Motion Sensor Detector Switch with Light Sensor I Automatic Switch ON and Off Light up to 10Amp Load I 230V Energy Saving Motion Sensor Light,JNX-000107,jenix-ceiling-mounted-360-degree-energy-pir-motion-sensor-detector-switch-with-light-sensor-i-automatic-switch-on-and-off-light-up-to-10amp-load-i-230v-energy-saving-motion-sensor-light,8531,18,Smart Home Automation,
prd_c8fb2fb9-7240-419c-b8ce-9cba7df58ab2,"Jenix Color Night Vision Wireless IP Bullet CCTV Camera, Waterproof 4X Optical Zoom CCTV Camera for Outdoor Shop Home  XM-WIFI-Bullet",JNX-000112,jenix-color-night-vision-wireless-ip-bullet-cctv-camera-waterproof-4x-optical-zoom-cctv-camera-for-outdoor-shop-home-xm-wifi-bullet,8529,18,Surveilliance,
prd_5900d94c-2333-4068-b707-78d9b66c7b3b,"Jenix Digital Smart Lock Hidden or Invisible with RFID Cards for Wardrobe, Cabinet or Drawer Master & User Cards with Lock (Black , Polished Finish)",JNX-000023,jenix-digital-smart-lock-hidden-or-invisible-with-rfid-cards-for-wardrobe-cabinet-or-drawer-master-and-user-cards-with-lock-black-polished-finish,8531,18,Access Control,
prd_5b3a8767-ccc4-449b-8a08-2ff44ac384b6,"Jenix Digital Smart Lock Hidden or Invisible with RFID Cards for Wardrobe, Cabinet or Drawer with Extra Power Cable and RFID Card I Stealthlock Keyless Locking System (Pack of 1)",JNX-000018,jenix-digital-smart-lock-hidden-or-invisible-with-rfid-cards-for-wardrobe-cabinet-or-drawer-with-extra-power-cable-and-rfid-card-i-stealthlock-keyless-locking-system-pack-of-1,8531,18,Access Control,
prd_f8c2dc9d-32d2-436c-be5e-bd46c8baf772,"jenix door access control system to open door lock by RFID card , Password, door lock access controller T11WG  S32",JNX-000080,jenix-door-access-control-system-to-open-door-lock-by-rfid-card-password-door-lock-access-controller-t11wg-s32,8531,18,Access Control,
prd_b6610a72-94c1-4a69-be20-dc460f0b0d0f,Jenix Door Lock Coil I DC 9-12V Universal Electric Rim Lock Coil Driver Door Lock Parts,JNX-000052,jenix-door-lock-coil-i-dc-9-12v-universal-electric-rim-lock-coil-driver-door-lock-parts,8531,18,Access Control,
prd_59dcc5d1-5e8d-4bcd-89cd-b11c4f0758af,jenix door lock power supply to open lock by remote control for EM Lock BOLT LOCK,JNX-000123,jenix-door-lock-power-supply-to-open-lock-by-remote-control-for-em-lock-bolt-lock,8531,18,Access Control,
prd_04c05685-9ac1-446d-b564-700f8cffa727,jenix door lock power supply to open lock by remote control,JNX-000083,jenix-door-lock-power-supply-to-open-lock-by-remote-control,8531,18,Access Control,
prd_77e0c11d-d7a1-4411-ad90-b598f1ceef07,"Jenix Double Beam IR Sensor 300m Indoor 100 Meter Outdoor IR Infrared Beam Detector for Home Villa, Farm House, Factory, Fencing Boundary Wall I IR Waterproof Sensor Burglar Alarm Security System",JNX-000032,jenix-double-beam-ir-sensor-300m-indoor-100-meter-outdoor-ir-infrared-beam-detector-for-home-villa-farm-house-factory-fencing-boundary-wall-i-ir-waterproof-sensor-burglar-alarm-security-system,8531,18,Security Alarm System,
prd_771cbb52-a056-475e-a2ad-bfd43817ef2b,"Jenix Electric Lock Solenoid Cabinet | Drawer Door Lock | 12V DC 1.1A Small Electric Lock Access Control System Mini Locks, Iron material, Silver",JNX-000012,jenix-electric-lock-solenoid-cabinet-or-drawer-door-lock-or-12v-dc-11a-small-electric-lock-access-control-system-mini-locks-iron-material-silver,8531,18,Access Control,
prd_4a53e36a-79e5-4ff0-9f18-c5c01d313591,"Jenix Electrical Toggle Switch, SPDT, NO NC, 2 Way Switch ON OFF ON, 3 A/250V AC, 3 PIN NO COM NC Terminal - PACK OF 10",JNX-000216,jenix-electrical-toggle-switch-spdt-no-nc-2-way-switch-on-off-on-3-a250v-ac-3-pin-no-com-nc-terminal-pack-of-10,8417,18,Robotics,
prd_193ea89a-0b1a-4a4b-97a4-a47250629f7d,"jenix Electronic Door Lock For House Main Metal Door, Gate, To Operate By Remote, electric rim lock with 3 Remote and Door Exit button RIM Lock+ remote",JNX-000279,jenix-electronic-door-lock-for-house-main-metal-door-gate-to-operate-by-remote-electric-rim-lock-with-3-remote-and-door-exit-button-rim-lock-remote,8531,18,Access Control,
prd_51be7bd7-872b-4f12-90bc-6521f3382c2f,Jenix Electronic Door Lock Suitable for Outdoor Main Gate Wood gate Villa Flate for Electric Lock Security System Rim Lock,JNX-000001,jenix-electronic-door-lock-suitable-for-outdoor-main-gate-wood-gate-villa-flate-for-electric-lock-security-system-rim-lock,8531,18,Access Control,
prd_77aab079-f6ae-4919-82c6-3dcb7c9746d3,"Jenix EM Door Lock with Holding Force 12V/ 24V for lift 300Kg 600Lbs made of Copper coil for Access Control of Door and Gate , Fail Safe Electromagnetic Door Lock  with feedback indicator-EM600",JNX-000002,jenix-em-door-lock-with-holding-force-12v-24v-for-lift-300kg-600lbs-made-of-copper-coil-for-access-control-of-door-and-gate-fail-safe-electromagnetic-door-lock-with-feedback-indicator-em600,8531,18,Access Control,
prd_3a017287-c78c-42ff-9d19-0393df27ca99,Jenix EPABX Telephone Intercom System 1 Main/Trunk/FCT Device Line and 8 Landline Phone Subscriber Connection Mini Telephone Exchange PBX 108,JNX-000078,jenix-epabx-telephone-intercom-system-1-maintrunkfct-device-line-and-8-landline-phone-subscriber-connection-mini-telephone-exchange-pbx-108,8529,18,Intercom and PABX,
prd_785ab1e2-382c-4b17-9895-9711a3786290,Jenix EPABX Telephone Intercom System 2 Main/Trunk/FCT Device Line and 8 Landline Phone Subscriber Connection Mini Telephone Exchange PBX JX208PBX,JNX-000071,jenix-epabx-telephone-intercom-system-2-maintrunkfct-device-line-and-8-landline-phone-subscriber-connection-mini-telephone-exchange-pbx-jx208pbx,8529,18,Intercom and PABX,
prd_cc112c47-67d7-4909-97e3-beb7ff1ff276,Jenix epabx Telephone Intercom System 4 Main/Trunk/FCT Device Line and 16 Landline Phone Subscriber Connection pabx PBX 416,JNX-000072,jenix-epabx-telephone-intercom-system-4-maintrunkfct-device-line-and-16-landline-phone-subscriber-connection-pabx-pbx-416,8529,18,Intercom and PABX,
prd_3e8006fc-a20c-4ab7-897c-1bf6b9a04b00,Jenix epabx Telephone Intercom System 4 Main/Trunk/FCT Device Line and 24 Landline Phone Subscriber Connection pabx PBX 424,JNX-000111,jenix-epabx-telephone-intercom-system-4-maintrunkfct-device-line-and-24-landline-phone-subscriber-connection-pabx-pbx-424,8529,18,Intercom and PABX,
prd_ee118ed1-dd5e-4b37-90fd-c6fe06e9cacc,Jenix Fail Safe Electronic Drop Bolt Lock for Open Surface Metal Door Wooden Door Stone Frame Metal Frame Wooden Frame Door  OSDB202,JNX-000013,jenix-fail-safe-electronic-drop-bolt-lock-for-open-surface-metal-door-wooden-door-stone-frame-metal-frame-wooden-frame-door-osdb202,8531,18,Access Control,
prd_9fad7905-bb3e-4b30-8cc2-66505ac5ff3f,"Jenix Fingerprint Padlock|New Smart Fingerprint Padlock with Mobile App OperatedI Anti-Theft Waterproof Keyless Safety Dormitory Door Electronic Lock, zinc alloy metal casing & stainless steel, Black",JNX-000003,jenix-fingerprint-padlockornew-smart-fingerprint-padlock-with-mobile-app-operatedi-anti-theft-waterproof-keyless-safety-dormitory-door-electronic-lock-zinc-alloy-metal-casing-and-stainless-steel-black,8531,18,Access Control,
prd_b4803552-97b6-4eb3-8bcc-5485fbb80219,"Jenix Float Switch Sensor Water Level Control Tank Overflow Control Sensor Automatic Water Motor Off when Tank Full, 3 Meter Long Wire JXFC3W",JNX-000142,jenix-float-switch-sensor-water-level-control-tank-overflow-control-sensor-automatic-water-motor-off-when-tank-full-3-meter-long-wire-jxfc3w,8531,18,Smart Home Automation,
prd_77f26b0b-c4fe-454b-8024-7a0424f0ab87,Jenix Fully Frameless Glass Door Electric Bolt Door Lock with Timer and Signal Feedback Lock for Glass Door RIGHT / LEFT,JNX-000015,jenix-fully-frameless-glass-door-electric-bolt-door-lock-with-timer-and-signal-feedback-lock-for-glass-door-right-left,8531,18,Access Control,
prd_f328d04e-2359-47af-beb6-c2f3f6e4534a,Jenix GPS Tracker for Child Old Pets Personal Tracker Wireless Tracking Life time Free SOS GPS JXD01,JNX-000119,jenix-gps-tracker-for-child-old-pets-personal-tracker-wireless-tracking-life-time-free-sos-gps-jxd01,8531,18,Smart Home Automation,
prd_e34eb0a3-0783-4683-bf3f-6aa6009c350b,"jenix hand Held Metal Detector, Portable Light-weight Security Scanner Wand HHMD",JNX-000250,jenix-hand-held-metal-detector-portable-light-weight-security-scanner-wand-hhmd,8531,18,Parking Management,
prd_ba80751a-b0ef-47d9-8911-cc00b44a9060,"jenix Hand Held Metal Detectors, Portable Light-Weight Security Super Scanner HHMD bat",JNX-000245,jenix-hand-held-metal-detectors-portable-light-weight-security-super-scanner-hhmd-bat,8531,18,Parking Management,
prd_93711a70-7ef5-4d89-b782-4dd78cce819f,jenix hidden 12V DC bolt lock Deadbolt Drop Bolt NC Mode Door Lock for Security Access Control door lock - JXhidden-bolt-lock K205  HBLK202,JNX-000196,jenix-hidden-12v-dc-bolt-lock-deadbolt-drop-bolt-nc-mode-door-lock-for-security-access-control-door-lock-jxhidden-bolt-lock-k205-hblk202,8531,18,Access Control,
prd_d1464b35-84ab-4974-8697-d69ef55cb0e7,"Jenix Hidden Drawer Lock, TT lock Keyless Cabibnet Locks with Bluetooth TTlock mobile APP and RFID card I Electronic Smart Locks for Drawer, Cabinet Make More Safe and Convenient  - TTlock Drwer",JNX-000006,jenix-hidden-drawer-lock-tt-lock-keyless-cabibnet-locks-with-bluetooth-ttlock-mobile-app-and-rfid-card-i-electronic-smart-locks-for-drawer-cabinet-make-more-safe-and-convenient-ttlock-drwer,8531,18,Access Control,
prd_c6e86a4c-bf0e-498a-b828-0b29911bb6f3,"Jenix High Security Anti-theft Intelligent Electric Rim Lock with Double Cylinders , RFID Card Reader RFID Card Electronic Door Lock Keyless Entry Remote Operated Motorised Silent Door Lock",JNX-000066,jenix-high-security-anti-theft-intelligent-electric-rim-lock-with-double-cylinders-rfid-card-reader-rfid-card-electronic-door-lock-keyless-entry-remote-operated-motorised-silent-door-lock,8531,18,Access Control,
prd_424e7d71-890c-4020-a8d8-58bbc6d48fa3,Jenix High Security Automatic Door Fail Secure Electronic Drop Bolt Lock Suitable for Gate Lock I Electric Sliding Door Bolt Lock,JNX-000007,jenix-high-security-automatic-door-fail-secure-electronic-drop-bolt-lock-suitable-for-gate-lock-i-electric-sliding-door-bolt-lock,8531,18,Access Control,
prd_dad86ae2-9ce3-4071-baa7-8418942eb748,jenix Hotel Lock digital smart RFID card BLE hotel room door lock TTLock mobile app hotel managment system compatible lock JX HT 777 - Silver Color  - LEFT Inside Open,JNX-000269,jenix-hotel-lock-digital-smart-rfid-card-ble-hotel-room-door-lock-ttlock-mobile-app-hotel-managment-system-compatible-lock-jx-ht-777-silver-color-left-inside-open,8531,18,Access Control,
prd_091e6d04-f659-47f0-b2f5-02e58fff7cb2,jenix Hotel Lock digital smart RFID card BLE hotel room door lock TTLock mobile app hotel managment system compatible lock JX HT 777 - Silver Color,JNX-000226,jenix-hotel-lock-digital-smart-rfid-card-ble-hotel-room-door-lock-ttlock-mobile-app-hotel-managment-system-compatible-lock-jx-ht-777-silver-color,8531,18,Access Control,
prd_84cfec1f-af9f-4c90-8f84-aefc36751247,jenix Hotel Lock digital smart RFID card BLE hotel room door lock TTLock mobile app hotel managment system compatible lock JX HT 777 -Black Color,JNX-000376,jenix-hotel-lock-digital-smart-rfid-card-ble-hotel-room-door-lock-ttlock-mobile-app-hotel-managment-system-compatible-lock-jx-ht-777-black-color,8531,18,Access Control,
prd_fe26998c-2436-4e76-a670-ca64007b7f99,jenix Hotel Room key Mifare Card  energy saving switch 40Amp 230V - ESS40A TTHotel,JNX-000227,jenix-hotel-room-key-mifare-card-energy-saving-switch-40amp-230v-ess40a-tthotel,8531,18,Hotel Industries,
prd_8f70773e-07e7-4d41-9d63-428c9133807b,"Jenix Invisible RFID Smart Digital Lock Specially Designed for Wardrobe, Cabinet or Drawer I Master & User Cards and 4 RFID Tags with Lock Along 1 Year WarrantyTags",JNX-000019,jenix-invisible-rfid-smart-digital-lock-specially-designed-for-wardrobe-cabinet-or-drawer-i-master-and-user-cards-and-4-rfid-tags-with-lock-along-1-year-warrantytags,8531,18,Access Control,
prd_405297d5-e688-46ab-b889-848fa9008351,"Jenix IP Camera Wall Mount Bracket I L Shape Wall Mount Bracket Stand for CCTV Dome Camera, IP Security Camera I White Color 145x170mm",JNX-000049,jenix-ip-camera-wall-mount-bracket-i-l-shape-wall-mount-bracket-stand-for-cctv-dome-camera-ip-security-camera-i-white-color-145x170mm,8529,18,Surveilliance,
prd_3d791740-0a5e-4408-8c75-94d3f3866a43,Jenix IR Illumination Box 6 IR LEDs 90 Degrees Wide Angle View IP67 for CCTV Camera to Enhance Night Vision Using IR Illuminator JXIR06,JNX-000064,jenix-ir-illumination-box-6-ir-leds-90-degrees-wide-angle-view-ip67-for-cctv-camera-to-enhance-night-vision-using-ir-illuminator-jxir06,8529,18,Surveilliance,
prd_1dfbf59e-5cd6-4cd4-953e-084e8ffcfafa,"Jenix K135 BT Tuya smart life access control with RFID , Passwrod, Finger print mobile app waterproof  display",JNX-000234,jenix-k135-bt-tuya-smart-life-access-control-with-rfid-passwrod-finger-print-mobile-app-waterproof-display,8529,18,Smart Home Automation,
